timestamp,road_id,vehicle_count,average_speed,congestion_level,pm25_concentration,no2_concentration,aqi_label,temperature_c,rainfall_mm,visibility_km,hour,day_type,ai_predicted_speed
2026-05-07 16:00:00,ROAD_002,626,27.9,Medium,34.7,20.9,Moderate,28.0,7.2,5.7,16,Weekday,25.676000000000027
2026-05-07 16:00:00,ROAD_003,513,33.8,Medium,30.6,14.3,Moderate,28.0,7.2,5.7,16,Weekday,41.03900000000002
2026-05-07 17:00:00,ROAD_001,1058,17.4,Heavy,50.4,43.7,Moderate,25.7,5.1,2.8,17,Weekday,18.981000000000023
2026-05-07 17:00:00,ROAD_002,885,25.7,Medium,54.5,28.6,Moderate,25.7,5.1,2.8,17,Weekday,24.370000000000005
2026-05-07 17:00:00,ROAD_003,770,36.6,Medium,35.0,25.5,Moderate,25.7,5.1,2.8,17,Weekday,39.51799999999994
2026-05-07 18:00:00,ROAD_001,1256,10.0,Heavy,42.5,23.8,Moderate,23.6,13.6,5.8,18,Weekday,10.097999999999999
2026-05-07 18:00:00,ROAD_002,1016,10.0,Heavy,30.8,25.1,Moderate,23.6,13.6,5.8,18,Weekday,10.321
2026-05-07 18:00:00,ROAD_003,785,24.6,Medium,23.2,24.0,Good,23.6,13.6,5.8,18,Weekday,24.914999999999978
2026-05-07 19:00:00,ROAD_001,1107,12.8,Heavy,53.6,44.8,Moderate,21.3,7.3,5.2,19,Weekday,13.99699999999999
2026-05-07 19:00:00,ROAD_002,810,23.1,Medium,34.3,29.3,Moderate,21.3,7.3,5.2,19,Weekday,22.335999999999984
2026-05-07 19:00:00,ROAD_003,719,32.6,Medium,29.4,26.5,Good,21.3,7.3,5.2,19,Weekday,34.320999999999984
2026-05-07 20:00:00,ROAD_001,705,11.0,Heavy,23.4,20.3,Good,17.2,14.7,2.9,20,Weekday,13.910000000000002
2026-05-07 20:00:00,ROAD_002,611,18.6,Heavy,7.8,9.0,Good,17.2,14.7,2.9,20,Weekday,17.131999999999984
2026-05-07 20:00:00,ROAD_003,532,28.6,Medium,7.2,6.4,Good,17.2,14.7,2.9,20,Weekday,24.858999999999988
2026-05-07 21:00:00,ROAD_001,443,39.5,Low,36.2,25.0,Moderate,18.3,3.7,5.2,21,Weekday,35.72183333333336
2026-05-07 21:00:00,ROAD_002,392,33.9,Medium,21.1,21.4,Good,18.3,3.7,5.2,21,Weekday,34.637366666666715
2026-05-07 21:00:00,ROAD_003,328,51.8,Low,25.6,11.0,Good,18.3,3.7,5.2,21,Weekday,51.59750000000006
2026-05-07 22:00:00,ROAD_001,315,38.3,Low,14.6,19.9,Good,16.1,1.5,4.9,22,Weekday,40.09883333333338
2026-05-07 22:00:00,ROAD_002,305,44.4,Low,29.8,18.6,Good,16.1,1.5,4.9,22,Weekday,44.74126666666672
2026-05-07 22:00:00,ROAD_003,252,55.3,Low,21.2,19.7,Good,16.1,1.5,4.9,22,Weekday,53.37880000000006
2026-05-07 23:00:00,ROAD_001,275,41.7,Low,23.1,22.4,Good,13.7,3.3,2.8,23,Weekday,41.94799999999994
2026-05-07 23:00:00,ROAD_002,214,42.6,Low,12.6,12.0,Good,13.7,3.3,2.8,23,Weekday,42.11599999999996
2026-05-07 23:00:00,ROAD_003,199,53.5,Low,15.9,12.7,Good,13.7,3.3,2.8,23,Weekday,51.897000000000006
2026-05-08 00:00:00,ROAD_001,179,45.2,Low,27.5,18.6,Good,12.0,0.0,9.7,0,Weekday,45.72599999999994
2026-05-08 00:00:00,ROAD_002,220,45.6,Low,24.9,15.1,Good,12.0,0.0,9.7,0,Weekday,45.51999999999998
2026-05-08 00:00:00,ROAD_003,187,57.4,Low,25.9,14.4,Good,12.0,0.0,9.7,0,Weekday,58.31799999999993
2026-05-08 01:00:00,ROAD_001,220,42.8,Low,28.4,16.1,Good,13.9,0.0,9.1,1,Weekday,45.75500000000001
2026-05-08 01:00:00,ROAD_002,242,46.8,Low,29.3,13.0,Good,13.9,0.0,9.1,1,Weekday,47.732
2026-05-08 01:00:00,ROAD_003,208,56.5,Low,22.5,17.9,Good,13.9,0.0,9.1,1,Weekday,56.10699999999998
2026-05-08 02:00:00,ROAD_001,199,41.8,Low,16.3,21.4,Good,14.2,0.0,9.1,2,Weekday,43.96900000000007
2026-05-08 02:00:00,ROAD_002,175,51.0,Low,20.2,9.3,Good,14.2,0.0,9.1,2,Weekday,48.40100000000001
2026-05-08 02:00:00,ROAD_003,115,61.3,Low,19.4,11.8,Good,14.2,0.0,9.1,2,Weekday,60.221000000000046
2026-05-08 03:00:00,ROAD_001,287,48.4,Low,26.1,14.7,Good,16.9,0.0,9.9,3,Weekday,47.265600000000006
2026-05-08 03:00:00,ROAD_002,185,46.9,Low,18.5,12.6,Good,16.9,0.0,9.9,3,Weekday,46.10391666666667
2026-05-08 03:00:00,ROAD_003,175,56.2,Low,23.0,13.1,Good,16.9,0.0,9.9,3,Weekday,54.32699999999996
2026-05-08 04:00:00,ROAD_001,246,42.1,Low,30.5,22.8,Moderate,19.9,0.0,8.4,4,Weekday,44.78949999999999
2026-05-08 04:00:00,ROAD_002,138,44.3,Low,13.7,12.2,Good,19.9,0.0,8.4,4,Weekday,44.77216666666673
2026-05-08 04:00:00,ROAD_003,166,52.2,Low,17.9,11.8,Good,19.9,0.0,8.4,4,Weekday,55.053638095238114
2026-05-08 05:00:00,ROAD_001,301,44.3,Low,29.5,17.3,Good,20.3,0.0,9.9,5,Weekday,46.924392857142855
2026-05-08 05:00:00,ROAD_002,314,47.2,Low,35.1,25.0,Moderate,20.3,0.0,9.9,5,Weekday,46.923099999999984
2026-05-08 05:00:00,ROAD_003,140,59.9,Low,24.6,8.8,Good,20.3,0.0,9.9,5,Weekday,58.745916666666616
2026-05-08 06:00:00,ROAD_001,430,39.8,Low,39.9,26.3,Moderate,20.6,1.4,5.2,6,Weekday,40.30100000000004
2026-05-08 06:00:00,ROAD_002,331,46.1,Low,27.3,18.9,Good,20.6,1.4,5.2,6,Weekday,44.03999999999999
2026-05-08 06:00:00,ROAD_003,279,47.2,Low,24.2,20.1,Good,20.6,1.4,5.2,6,Weekday,48.40199999999996
2026-05-08 07:00:00,ROAD_001,648,35.6,Medium,45.1,33.1,Moderate,26.0,0.3,6.3,7,Weekday,35.33449999999998
2026-05-08 07:00:00,ROAD_002,504,37.7,Medium,45.5,25.3,Moderate,26.0,0.3,6.3,7,Weekday,36.87499999999998
2026-05-08 07:00:00,ROAD_003,455,49.8,Low,42.7,30.7,Moderate,26.0,0.3,6.3,7,Weekday,48.66873333333335
2026-05-08 08:00:00,ROAD_001,967,29.2,Medium,54.6,41.1,Moderate,24.4,0.0,9.4,8,Weekday,30.623807142857114
2026-05-08 08:00:00,ROAD_002,759,31.7,Medium,48.8,33.7,Moderate,24.4,0.0,9.4,8,Weekday,31.838400000000007
2026-05-08 08:00:00,ROAD_003,664,50.6,Low,42.0,34.2,Moderate,24.4,0.0,9.4,8,Weekday,44.798199999999994
2026-05-08 09:00:00,ROAD_001,1099,28.5,Medium,64.8,51.4,Poor,29.0,0.0,9.9,9,Weekday,28.41966666666666
2026-05-08 09:00:00,ROAD_002,919,27.1,Medium,60.7,45.7,Poor,29.0,0.0,9.9,9,Weekday,29.75939999999996
2026-05-08 09:00:00,ROAD_003,689,45.8,Low,49.4,33.3,Moderate,29.0,0.0,9.9,9,Weekday,46.152766666666714
2026-05-08 10:00:00,ROAD_001,924,26.6,Medium,58.1,45.2,Moderate,29.1,0.0,9.2,10,Weekday,29.741833333333325
2026-05-08 10:00:00,ROAD_002,787,38.0,Low,43.7,40.3,Moderate,29.1,0.0,9.2,10,Weekday,33.90099999999999
2026-05-08 10:00:00,ROAD_003,612,52.4,Low,52.5,28.4,Moderate,29.1,0.0,9.2,10,Weekday,50.42099999999999
2026-05-08 11:00:00,ROAD_001,661,38.8,Low,42.8,33.0,Moderate,28.0,0.0,9.9,11,Weekday,37.886000000000045
2026-05-08 11:00:00,ROAD_002,570,32.4,Medium,40.6,27.2,Moderate,28.0,0.0,9.9,11,Weekday,33.607000000000035
2026-05-08 11:00:00,ROAD_003,435,55.3,Low,28.3,28.5,Good,28.0,0.0,9.9,11,Weekday,54.1647500000001
2026-05-08 12:00:00,ROAD_001,473,41.2,Low,39.1,30.4,Moderate,28.6,0.0,8.3,12,Weekday,41.14099999999995
2026-05-08 12:00:00,ROAD_002,355,40.8,Low,25.5,19.1,Good,28.6,0.0,8.3,12,Weekday,41.22600000000005
2026-05-08 12:00:00,ROAD_003,412,55.2,Low,26.8,19.1,Good,28.6,0.0,8.3,12,Weekday,55.17399999999995
2026-05-08 13:00:00,ROAD_001,344,42.1,Low,29.9,23.4,Good,30.9,0.0,9.7,13,Weekday,44.32666666666669
2026-05-08 13:00:00,ROAD_002,272,37.7,Medium,26.1,16.1,Good,30.9,0.0,9.7,13,Weekday,44.17200000000002
2026-05-08 13:00:00,ROAD_003,222,64.3,Low,26.8,16.5,Good,30.9,0.0,9.7,13,Weekday,61.76580000000009
2026-05-08 14:00:00,ROAD_001,346,44.6,Low,40.9,17.6,Moderate,30.3,0.0,9.4,14,Weekday,46.20377142857144
2026-05-08 14:00:00,ROAD_002,293,41.1,Low,31.0,16.6,Moderate,30.3,0.0,9.4,14,Weekday,41.85817142857141
2026-05-08 14:00:00,ROAD_003,203,54.9,Low,29.0,20.8,Good,30.3,0.0,9.4,14,Weekday,55.16281666666664
2026-05-08 15:00:00,ROAD_001,441,37.0,Medium,33.8,24.2,Moderate,26.3,0.0,9.0,15,Weekday,40.97506666666669
2026-05-08 15:00:00,ROAD_002,488,41.1,Low,30.1,24.8,Moderate,26.3,0.0,9.0,15,Weekday,41.55599999999997
2026-05-08 15:00:00,ROAD_003,354,58.9,Low,23.0,14.9,Good,26.3,0.0,9.0,15,Weekday,57.835066666666634
2026-05-08 16:00:00,ROAD_001,711,36.8,Medium,33.8,34.9,Moderate,26.8,0.0,9.1,16,Weekday,36.962999999999994
2026-05-08 16:00:00,ROAD_002,635,39.5,Low,38.5,32.6,Moderate,26.8,0.0,9.1,16,Weekday,38.13566666666668
2026-05-08 16:00:00,ROAD_003,460,51.2,Low,31.2,24.5,Moderate,26.8,0.0,9.1,16,Weekday,52.981
2026-05-08 17:00:00,ROAD_001,1092,26.5,Medium,64.3,42.4,Poor,22.9,0.0,9.4,17,Weekday,27.770333333333337
2026-05-08 17:00:00,ROAD_002,869,31.7,Medium,67.2,36.0,Poor,22.9,0.0,9.4,17,Weekday,35.59300000000004
2026-05-08 17:00:00,ROAD_003,763,47.1,Low,50.7,43.7,Moderate,22.9,0.0,9.4,17,Weekday,44.99549523809525
2026-05-08 18:00:00,ROAD_001,1197,28.7,Medium,74.3,49.4,Poor,23.3,0.0,9.7,18,Weekday,25.47919999999999
2026-05-08 18:00:00,ROAD_002,947,29.7,Medium,53.6,42.9,Moderate,23.3,0.0,9.7,18,Weekday,30.922066666666634
2026-05-08 18:00:00,ROAD_003,849,40.9,Low,53.0,39.9,Moderate,23.3,0.0,9.7,18,Weekday,41.81623333333335
2026-05-08 19:00:00,ROAD_001,1091,20.5,Heavy,61.1,49.0,Poor,21.4,0.0,8.1,19,Weekday,25.340733333333322
2026-05-08 19:00:00,ROAD_002,929,29.2,Medium,47.4,45.0,Moderate,21.4,0.0,8.1,19,Weekday,31.691969047619054
2026-05-08 19:00:00,ROAD_003,679,42.3,Low,42.4,33.0,Moderate,21.4,0.0,8.1,19,Weekday,44.202100000000044
2026-05-08 20:00:00,ROAD_001,782,37.5,Medium,53.4,32.8,Moderate,17.9,0.0,8.7,20,Weekday,37.03141666666664
2026-05-08 20:00:00,ROAD_002,613,37.2,Medium,45.6,34.1,Moderate,17.9,0.0,8.7,20,Weekday,36.90599999999994
2026-05-08 20:00:00,ROAD_003,468,50.5,Low,38.3,32.2,Moderate,17.9,0.0,8.7,20,Weekday,51.926
2026-05-08 21:00:00,ROAD_001,470,44.4,Low,38.2,23.0,Moderate,17.4,0.0,9.6,21,Weekday,41.39800000000001
2026-05-08 21:00:00,ROAD_002,445,42.8,Low,32.8,23.7,Moderate,17.4,0.0,9.6,21,Weekday,42.98333333333337
2026-05-08 21:00:00,ROAD_003,323,54.7,Low,30.5,22.6,Moderate,17.4,0.0,9.6,21,Weekday,53.97949999999995
2026-05-08 22:00:00,ROAD_001,321,46.1,Low,24.3,22.8,Good,15.7,0.0,9.2,22,Weekday,44.85483333333334
2026-05-08 22:00:00,ROAD_002,334,42.4,Low,25.8,19.1,Good,15.7,0.0,9.2,22,Weekday,47.98866666666661
2026-05-08 22:00:00,ROAD_003,165,54.2,Low,20.6,10.2,Good,15.7,0.0,9.2,22,Weekday,54.44399999999995
2026-05-08 23:00:00,ROAD_001,221,50.0,Low,27.5,21.9,Good,14.3,0.0,9.8,23,Weekday,47.9358
2026-05-08 23:00:00,ROAD_002,188,48.6,Low,18.0,20.1,Good,14.3,0.0,9.8,23,Weekday,47.71000000000003
2026-05-08 23:00:00,ROAD_003,178,58.0,Low,17.1,12.6,Good,14.3,0.0,9.8,23,Weekday,58.505
2026-05-09 00:00:00,ROAD_001,410,37.4,Medium,37.7,19.4,Moderate,14.8,0.0,8.4,0,Weekend,38.95160000000005
2026-05-09 00:00:00,ROAD_002,348,44.6,Low,27.2,24.5,Good,14.8,0.0,8.4,0,Weekend,44.02399999999998
2026-05-09 00:00:00,ROAD_003,271,52.7,Low,22.2,11.6,Good,14.8,0.0,8.4,0,Weekend,53.65816666666658
2026-05-09 01:00:00,ROAD_001,493,35.0,Medium,37.7,26.2,Moderate,13.3,0.0,8.1,1,Weekend,42.67675
2026-05-09 01:00:00,ROAD_002,427,40.2,Low,32.6,27.9,Moderate,13.3,0.0,8.1,1,Weekend,41.70376666666663
2026-05-09 01:00:00,ROAD_003,333,54.0,Low,32.3,15.5,Moderate,13.3,0.0,8.1,1,Weekend,53.09924444444446
2026-05-09 02:00:00,ROAD_001,630,38.7,Low,38.3,31.1,Moderate,13.5,0.0,8.1,2,Weekend,35.035999999999994
2026-05-09 02:00:00,ROAD_002,498,39.2,Low,39.1,33.2,Moderate,13.5,0.0,8.1,2,Weekend,37.4443333333333
2026-05-09 02:00:00,ROAD_003,443,46.8,Low,38.0,30.8,Moderate,13.5,0.0,8.1,2,Weekend,52.62533333333338
2026-05-09 03:00:00,ROAD_001,735,38.0,Low,58.1,39.8,Moderate,14.5,0.0,9.5,3,Weekend,38.465000000000025
2026-05-09 03:00:00,ROAD_002,609,40.4,Low,43.1,31.4,Moderate,14.5,0.0,9.5,3,Weekend,39.48600000000006
2026-05-09 03:00:00,ROAD_003,465,55.0,Low,31.8,32.4,Moderate,14.5,0.0,9.5,3,Weekend,53.808
2026-05-09 04:00:00,ROAD_001,822,26.6,Medium,55.1,42.3,Moderate,18.4,0.0,8.5,4,Weekend,28.726333333333297
2026-05-09 04:00:00,ROAD_002,649,36.8,Medium,54.0,30.7,Moderate,18.4,0.0,8.5,4,Weekend,36.904800000000016
2026-05-09 04:00:00,ROAD_003,496,54.1,Low,47.1,27.4,Moderate,18.4,0.0,8.5,4,Weekend,50.731000000000016
2026-05-09 05:00:00,ROAD_001,856,29.1,Medium,47.5,41.5,Moderate,19.0,0.0,9.3,5,Weekend,29.79799999999997
2026-05-09 05:00:00,ROAD_002,684,41.2,Low,50.5,35.8,Moderate,19.0,0.0,9.3,5,Weekend,40.640999999999934
2026-05-09 05:00:00,ROAD_003,580,51.9,Low,45.3,32.3,Moderate,19.0,0.0,9.3,5,Weekend,50.721000000000004
2026-05-09 06:00:00,ROAD_001,763,31.1,Medium,38.3,37.2,Moderate,22.0,1.4,6.1,6,Weekend,31.339999999999964
2026-05-09 06:00:00,ROAD_002,679,36.0,Medium,34.1,36.5,Moderate,22.0,1.4,6.1,6,Weekend,33.771
2026-05-09 06:00:00,ROAD_003,506,46.9,Low,39.6,27.1,Moderate,22.0,1.4,6.1,6,Weekend,46.15600000000001
2026-05-09 07:00:00,ROAD_001,713,34.3,Medium,40.6,37.7,Moderate,25.5,1.0,5.4,7,Weekend,33.77200000000005
2026-05-09 07:00:00,ROAD_002,611,36.0,Medium,46.5,29.7,Moderate,25.5,1.0,5.4,7,Weekend,35.84000000000002
2026-05-09 07:00:00,ROAD_003,472,47.2,Low,36.0,26.6,Moderate,25.5,1.0,5.4,7,Weekend,46.93999999999996
2026-05-09 08:00:00,ROAD_001,573,35.8,Medium,31.9,29.0,Moderate,24.3,0.1,5.8,8,Weekend,35.410000000000025
2026-05-09 08:00:00,ROAD_002,431,39.5,Low,31.1,29.2,Moderate,24.3,0.1,5.8,8,Weekend,37.97000000000001
2026-05-09 08:00:00,ROAD_003,359,50.1,Low,29.0,20.1,Good,24.3,0.1,5.8,8,Weekend,48.672000000000054
2026-05-09 09:00:00,ROAD_001,464,41.3,Low,40.3,24.7,Moderate,28.4,0.0,8.7,9,Weekend,39.181533333333334
2026-05-09 09:00:00,ROAD_002,323,42.8,Low,36.3,22.4,Moderate,28.4,0.0,8.7,9,Weekend,42.89195000000001
2026-05-09 09:00:00,ROAD_003,329,50.0,Low,24.0,21.6,Good,28.4,0.0,8.7,9,Weekend,50.51750000000005
2026-05-09 10:00:00,ROAD_001,358,42.5,Low,21.7,21.0,Good,28.0,0.0,9.2,10,Weekend,41.86499999999999
2026-05-09 10:00:00,ROAD_002,279,37.2,Medium,30.3,26.3,Moderate,28.0,0.0,9.2,10,Weekend,39.65483333333327
2026-05-09 10:00:00,ROAD_003,306,55.7,Low,26.7,23.9,Good,28.0,0.0,9.2,10,Weekend,54.848333333333315
2026-05-09 11:00:00,ROAD_001,312,42.0,Low,37.6,20.6,Moderate,31.1,0.0,9.1,11,Weekend,43.455999999999996
2026-05-09 11:00:00,ROAD_002,167,42.1,Low,20.4,20.0,Good,31.1,0.0,9.1,11,Weekend,42.98349999999998
2026-05-09 11:00:00,ROAD_003,229,58.4,Low,22.7,10.2,Good,31.1,0.0,9.1,11,Weekend,55.53999999999997
2026-05-09 12:00:00,ROAD_001,402,37.9,Medium,31.3,34.8,Moderate,28.5,0.0,9.5,12,Weekend,38.687000000000054
2026-05-09 12:00:00,ROAD_002,277,46.2,Low,17.0,23.2,Good,28.5,0.0,9.5,12,Weekend,40.319999999999965
2026-05-09 12:00:00,ROAD_003,225,56.5,Low,18.7,19.0,Good,28.5,0.0,9.5,12,Weekend,56.908
2026-05-09 13:00:00,ROAD_001,497,38.4,Low,39.3,26.6,Moderate,28.6,0.0,8.6,13,Weekend,38.85500000000004
2026-05-09 13:00:00,ROAD_002,402,43.0,Low,31.3,20.1,Moderate,28.6,0.0,8.6,13,Weekend,41.96679999999999
2026-05-09 13:00:00,ROAD_003,298,57.4,Low,29.0,17.1,Good,28.6,0.0,8.6,13,Weekend,56.389666666666656
2026-05-09 14:00:00,ROAD_001,620,34.1,Medium,39.5,29.0,Moderate,30.1,0.0,9.7,14,Weekend,35.44300000000001
2026-05-09 14:00:00,ROAD_002,485,41.5,Low,38.3,28.5,Moderate,30.1,0.0,9.7,14,Weekend,40.76400000000002
2026-05-09 14:00:00,ROAD_003,454,52.6,Low,34.7,21.2,Moderate,30.1,0.0,9.7,14,Weekend,48.58600000000001
2026-05-09 15:00:00,ROAD_001,753,34.2,Medium,45.6,33.4,Moderate,26.0,0.0,8.7,15,Weekend,34.33750000000003
2026-05-09 15:00:00,ROAD_002,597,40.2,Low,49.8,30.1,Moderate,26.0,0.0,8.7,15,Weekend,38.504374999999946
2026-05-09 15:00:00,ROAD_003,478,46.4,Low,46.2,21.1,Moderate,26.0,0.0,8.7,15,Weekend,47.35300000000002
2026-05-09 16:00:00,ROAD_001,854,31.1,Medium,50.4,35.4,Moderate,27.1,0.0,10.0,16,Weekend,31.312999999999946
2026-05-09 16:00:00,ROAD_002,769,34.6,Medium,49.7,40.5,Moderate,27.1,0.0,10.0,16,Weekend,34.83899999999996
2026-05-09 16:00:00,ROAD_003,512,49.3,Low,38.3,25.9,Moderate,27.1,0.0,10.0,16,Weekend,50.48600000000004
2026-05-09 17:00:00,ROAD_001,777,32.9,Medium,51.2,33.6,Moderate,25.4,0.0,8.9,17,Weekend,33.18400000000005
2026-05-09 17:00:00,ROAD_002,667,34.5,Medium,51.1,31.4,Moderate,25.4,0.0,8.9,17,Weekend,33.76099999999999
2026-05-09 17:00:00,ROAD_003,617,45.3,Low,44.4,29.8,Moderate,25.4,0.0,8.9,17,Weekend,46.27400000000005
2026-05-09 18:00:00,ROAD_001,837,32.9,Medium,49.5,38.6,Moderate,22.7,0.0,8.5,18,Weekend,34.917
2026-05-09 18:00:00,ROAD_002,734,35.1,Medium,44.5,30.9,Moderate,22.7,0.0,8.5,18,Weekend,34.91799999999998
2026-05-09 18:00:00,ROAD_003,558,49.0,Low,43.6,23.7,Moderate,22.7,0.0,8.5,18,Weekend,49.368
2026-05-09 19:00:00,ROAD_001,733,36.3,Medium,43.2,31.7,Moderate,19.2,0.0,9.4,19,Weekend,34.78100000000003
2026-05-09 19:00:00,ROAD_002,639,39.8,Low,38.3,27.2,Moderate,19.2,0.0,9.4,19,Weekend,34.339000000000034
2026-05-09 19:00:00,ROAD_003,475,47.7,Low,32.3,21.6,Moderate,19.2,0.0,9.4,19,Weekend,49.38499999999995
2026-05-09 20:00:00,ROAD_001,581,34.4,Medium,35.7,31.5,Moderate,19.7,0.0,9.7,20,Weekend,39.136000000000045
2026-05-09 20:00:00,ROAD_002,497,41.1,Low,29.1,27.4,Good,19.7,0.0,9.7,20,Weekend,41.195
2026-05-09 20:00:00,ROAD_003,483,48.8,Low,40.9,30.2,Moderate,19.7,0.0,9.7,20,Weekend,49.69600000000005
2026-05-09 21:00:00,ROAD_001,502,41.6,Low,40.8,23.1,Moderate,18.0,0.0,9.2,21,Weekend,41.121499999999976
2026-05-09 21:00:00,ROAD_002,331,38.4,Low,28.5,24.0,Good,18.0,0.0,9.2,21,Weekend,39.23125000000006
2026-05-09 21:00:00,ROAD_003,275,57.0,Low,24.9,17.7,Good,18.0,0.0,9.2,21,Weekend,55.73965000000001
2026-05-09 22:00:00,ROAD_001,401,46.8,Low,32.7,16.6,Moderate,14.8,0.0,8.7,22,Weekend,44.93987500000006
2026-05-09 22:00:00,ROAD_002,358,37.7,Medium,25.1,21.6,Good,14.8,0.0,8.7,22,Weekend,40.43699999999997
2026-05-09 22:00:00,ROAD_003,266,51.4,Low,25.6,22.2,Good,14.8,0.0,8.7,22,Weekend,52.80366666666662
2026-05-09 23:00:00,ROAD_001,436,43.3,Low,33.5,28.7,Moderate,14.9,0.0,9.5,23,Weekend,44.05800000000008
2026-05-09 23:00:00,ROAD_002,318,44.9,Low,30.2,17.5,Moderate,14.9,0.0,9.5,23,Weekend,43.44500000000001
2026-05-09 23:00:00,ROAD_003,198,55.6,Low,24.7,14.2,Good,14.9,0.0,9.5,23,Weekend,54.25366666666669
2026-05-10 00:00:00,ROAD_001,409,47.7,Low,24.7,26.6,Good,12.1,0.0,9.5,0,Weekend,44.57099999999995
2026-05-10 00:00:00,ROAD_002,324,44.6,Low,27.4,20.8,Good,12.1,0.0,9.5,0,Weekend,44.694999999999936
2026-05-10 00:00:00,ROAD_003,266,53.6,Low,19.4,18.4,Good,12.1,0.0,9.5,0,Weekend,54.104316666666676
2026-05-10 01:00:00,ROAD_001,405,44.6,Low,35.4,25.9,Moderate,13.3,0.0,9.2,1,Weekend,42.67675
2026-05-10 01:00:00,ROAD_002,313,42.5,Low,34.9,18.9,Moderate,13.3,0.0,9.2,1,Weekend,41.70376666666663
2026-05-10 01:00:00,ROAD_003,276,52.3,Low,27.1,16.3,Good,13.3,0.0,9.2,1,Weekend,53.09924444444446
2026-05-10 02:00:00,ROAD_001,577,34.1,Medium,43.4,32.0,Moderate,16.4,0.0,9.0,2,Weekend,34.75574999999995
2026-05-10 02:00:00,ROAD_002,468,33.5,Medium,38.1,25.6,Moderate,16.4,0.0,9.0,2,Weekend,36.42100000000002
2026-05-10 02:00:00,ROAD_003,413,57.3,Low,33.5,22.4,Moderate,16.4,0.0,9.0,2,Weekend,55.01100000000006
2026-05-10 03:00:00,ROAD_001,726,35.0,Medium,56.3,37.4,Moderate,15.0,0.0,8.8,3,Weekend,35.672000000000004
2026-05-10 03:00:00,ROAD_002,594,35.5,Medium,43.1,27.2,Moderate,15.0,0.0,8.8,3,Weekend,36.499000000000024
2026-05-10 03:00:00,ROAD_003,487,51.3,Low,35.8,24.5,Moderate,15.0,0.0,8.8,3,Weekend,51.66800000000008
2026-05-10 04:00:00,ROAD_001,823,34.1,Medium,44.2,44.3,Moderate,17.6,0.0,9.1,4,Weekend,35.09201666666663
2026-05-10 04:00:00,ROAD_002,654,35.5,Medium,39.1,25.7,Moderate,17.6,0.0,9.1,4,Weekend,35.63046666666665
2026-05-10 04:00:00,ROAD_003,584,51.7,Low,40.5,27.7,Moderate,17.6,0.0,9.1,4,Weekend,51.02599999999995
2026-05-10 05:00:00,ROAD_001,836,31.0,Medium,45.0,40.5,Moderate,21.2,0.0,8.3,5,Weekend,31.71799999999999
2026-05-10 05:00:00,ROAD_002,770,34.0,Medium,50.8,39.7,Moderate,21.2,0.0,8.3,5,Weekend,35.03900000000001
2026-05-10 05:00:00,ROAD_003,509,54.5,Low,38.9,34.3,Moderate,21.2,0.0,8.3,5,Weekend,52.76600000000001
2026-05-10 06:00:00,ROAD_001,795,34.3,Medium,51.5,42.8,Moderate,22.9,0.0,8.9,6,Weekend,33.56400000000004
2026-05-10 06:00:00,ROAD_002,663,39.7,Low,48.5,32.4,Moderate,22.9,0.0,8.9,6,Weekend,39.31699999999996
2026-05-10 06:00:00,ROAD_003,564,46.8,Low,52.1,19.1,Moderate,22.9,0.0,8.9,6,Weekend,50.195599999999985
2026-05-10 07:00:00,ROAD_001,716,36.3,Medium,42.9,40.2,Moderate,23.4,0.0,9.1,7,Weekend,35.39600000000003
2026-05-10 07:00:00,ROAD_002,641,38.4,Low,43.2,34.8,Moderate,23.4,0.0,9.1,7,Weekend,39.16400000000001
2026-05-10 07:00:00,ROAD_003,451,53.2,Low,43.5,30.1,Moderate,23.4,0.0,9.1,7,Weekend,51.478999999999935
2026-05-10 08:00:00,ROAD_001,617,33.7,Medium,39.2,27.5,Moderate,27.8,0.0,8.2,8,Weekend,35.722960714285705
2026-05-10 08:00:00,ROAD_002,410,45.2,Low,31.8,23.0,Moderate,27.8,0.0,8.2,8,Weekend,40.417799999999964
2026-05-10 08:00:00,ROAD_003,459,49.0,Low,31.5,25.2,Moderate,27.8,0.0,8.2,8,Weekend,52.219000000000044
2026-05-10 09:00:00,ROAD_001,434,42.0,Low,32.7,23.2,Moderate,28.3,0.0,8.0,9,Weekend,40.857200000000006
2026-05-10 09:00:00,ROAD_002,376,41.8,Low,32.3,21.1,Moderate,28.3,0.0,8.0,9,Weekend,42.16953333333336
2026-05-10 09:00:00,ROAD_003,305,53.4,Low,27.8,20.8,Good,28.3,0.0,8.0,9,Weekend,53.05649999999998
2026-05-10 10:00:00,ROAD_001,396,40.2,Low,34.5,23.6,Moderate,28.2,0.0,9.6,10,Weekend,41.51533333333333
2026-05-10 10:00:00,ROAD_002,257,45.7,Low,21.5,22.7,Good,28.2,0.0,9.6,10,Weekend,42.44816666666667
2026-05-10 10:00:00,ROAD_003,251,57.1,Low,23.1,19.1,Good,28.2,0.0,9.6,10,Weekend,55.59033333333336
2026-05-10 11:00:00,ROAD_001,336,45.0,Low,33.3,19.6,Moderate,31.1,0.0,8.9,11,Weekend,43.455999999999996
2026-05-10 11:00:00,ROAD_002,220,43.6,Low,28.3,14.6,Good,31.1,0.0,8.9,11,Weekend,42.98349999999998
2026-05-10 11:00:00,ROAD_003,239,53.0,Low,16.1,15.7,Good,31.1,0.0,8.9,11,Weekend,55.53999999999997
